neutral_ratio,color_harmony,color_count,style_compatibility,formality_consistency,occasion_suitability,seasonal_suitability,layering_score,garment_compatibility,outfit_completeness,rule_based_quality_score
0.6667,0.9,1.0,0.75,1.0,1.0,1.0,0.6,1.0,1.0,0.8892
0.6667,0.9,1.0,0.5,1.0,1.0,1.0,0.6,0.75,0.9,0.8342
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,0.6,0.6667,0.9,0.7425
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,1.0,0.6667,0.8,0.7575
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,0.6,0.75,0.9,0.7467
0.5,0.8,0.6667,0.5833,0.3333,1.0,1.0,0.4,0.5833,0.9,0.675
0.5,0.8,0.6667,0.5833,0.3333,1.0,1.0,0.4,0.7083,0.9,0.6812
0.3333,0.8,1.0,0.5833,0.3333,1.0,1.0,0.4,0.5833,0.8,0.67
0.5,0.8,0.6667,0.5833,0.3333,1.0,1.0,1.0,0.775,1.0,0.7196
0.3333,0.8,1.0,0.5833,0.3333,1.0,1.0,0.4,0.5833,0.8,0.67
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6,1.0,0.9,0.9
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,0.9,0.9075
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6,0.8,1.0,0.895
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,0.9,0.9075
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6,0.8,1.0,0.895
0.5,0.9,1.0,0.5833,0.6667,1.0,1.0,1.0,0.625,1.0,0.7988
0.3333,0.7,1.0,0.5833,0.6667,1.0,1.0,1.0,0.5833,0.9,0.735
0.5,0.9,1.0,0.5,0.6667,1.0,1.0,1.0,0.6667,0.9,0.7833
0.3333,0.7,1.0,0.5833,0.6667,1.0,1.0,1.0,0.6667,1.0,0.7442
0.5,0.9,1.0,0.5833,0.6667,1.0,1.0,0.4,0.6667,0.9,0.7658
0.6667,0.9,1.0,0.5,1.0,1.0,1.0,0.6,0.7,1.0,0.8367
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6,1.0,0.9,0.9
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,0.9,0.9075
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6,0.8,1.0,0.895
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6,1.0,1.0,0.905
0.6667,0.9,1.0,0.5,0.3333,1.0,1.0,1.0,0.7,1.0,0.7567
0.6667,0.9,1.0,0.3333,1.0,1.0,1.0,1.0,0.8,1.0,0.8367
0.5,0.9,1.0,0.5,0.3333,1.0,1.0,0.4,0.75,0.9,0.7075
0.75,0.9,0.6667,0.3333,1.0,1.0,1.0,1.0,0.8,1.0,0.8283
0.6667,0.9,1.0,0.3333,1.0,1.0,1.0,1.0,0.7,1.0,0.8317
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6667,0.9,0.9033
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.99
1.0,1.0,1.0,0.3333,1.0,1.0,1.0,1.0,0.6667,0.9,0.8783
1.0,1.0,1.0,0.5,0.3333,1.0,1.0,1.0,0.5,0.8,0.79
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8,0.915
0.6667,0.9,1.0,0.5,0.3333,1.0,1.0,1.0,0.75,0.9,0.7542
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,0.6,0.8,1.0,0.7542
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,1.0,0.75,0.9,0.7667
0.5,0.9,1.0,0.5,0.3333,1.0,1.0,0.6,0.75,0.9,0.7175
0.5,0.9,1.0,0.5833,0.3333,1.0,1.0,1.0,0.6667,0.8,0.7408
0.3333,0.7,1.0,0.5833,0.6667,1.0,1.0,0.6,0.5833,0.9,0.715
0.3333,0.7,1.0,0.5833,0.6667,1.0,1.0,0.6,0.5833,0.9,0.715
0.5,0.7,0.6667,0.5833,0.6667,1.0,1.0,0.6,0.6667,1.0,0.7242
0.5,0.9,1.0,0.5833,0.6667,1.0,1.0,1.0,0.6667,0.9,0.7958
0.3333,0.7,1.0,0.5833,0.6667,1.0,1.0,0.6,0.6667,1.0,0.7242
0.3333,0.8,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.9,0.8508
0.5,0.8,0.6667,0.5833,0.3333,1.0,1.0,1.0,0.775,1.0,0.7196
0.3333,0.8,1.0,0.75,1.0,1.0,1.0,0.4,1.0,0.8,0.8158
0.3333,0.8,1.0,0.5833,0.3333,1.0,1.0,0.4,0.5833,0.8,0.67
0.5,0.8,0.6667,0.75,1.0,1.0,1.0,0.4,1.0,0.9,0.8208
0.6667,0.9,1.0,0.3333,1.0,1.0,1.0,1.0,0.8,1.0,0.8367
0.6667,0.9,1.0,0.5,0.3333,1.0,1.0,1.0,0.7,1.0,0.7567
0.5,0.9,1.0,0.5,0.3333,1.0,1.0,0.4,0.6667,0.9,0.7033
0.5,0.9,1.0,0.5,0.3333,1.0,1.0,0.4,0.6667,0.8,0.6983
0.5,0.8,0.6667,0.5833,0.3333,1.0,1.0,1.0,0.65,1.0,0.7133
0.6667,0.9,1.0,0.5,0.6667,1.0,1.0,0.6,0.6667,0.9,0.78
0.5,0.9,1.0,0.5,0.6667,1.0,1.0,1.0,0.5,0.8,0.77
0.5,0.9,1.0,0.5833,0.6667,1.0,1.0,0.6,0.625,1.0,0.7788
0.6667,0.9,1.0,0.5833,0.6667,1.0,1.0,0.6,0.625,1.0,0.7954
0.6667,0.9,1.0,0.5833,0.6667,1.0,1.0,1.0,0.6667,0.9,0.8125
0.5,0.9,1.0,0.5,0.6667,1.0,1.0,0.4,0.5,0.8,0.74
0.6667,0.9,1.0,0.5,0.6667,1.0,1.0,1.0,0.6667,0.9,0.8
0.5,0.9,1.0,0.5,0.6667,1.0,1.0,0.4,0.5,0.8,0.74
0.6667,0.9,1.0,0.5833,0.6667,1.0,1.0,0.4,0.5833,0.9,0.7783
0.6667,0.9,1.0,0.5833,0.6667,1.0,1.0,1.0,0.625,1.0,0.8154
0.6667,0.9,1.0,0.5,0.3333,1.0,1.0,1.0,0.6667,0.9,0.75
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,1.0,0.75,0.9,0.7667
0.5,0.9,1.0,0.5,0.3333,1.0,1.0,1.0,0.6667,0.8,0.7283
0.6667,0.9,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9,0.8667
0.6667,0.9,1.0,0.3333,1.0,1.0,1.0,0.6,0.75,0.9,0.8092
0.6667,0.9,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.8,0.8992
0.6667,0.9,1.0,0.5,1.0,1.0,1.0,0.6,0.75,0.9,0.8342
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,1.0,0.75,0.9,0.7667
0.75,0.9,0.6667,0.75,1.0,1.0,1.0,0.6,1.0,1.0,0.8808
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,1.0,0.6667,0.9,0.7625
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,1.0,0.6667,0.8,0.7575
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,1.0,0.75,0.9,0.7667
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,0.6,0.6667,0.9,0.7425
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,0.6,0.7,1.0,0.7492
0.5,0.9,1.0,0.5833,0.3333,1.0,1.0,1.0,0.6667,0.8,0.7408
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,1.0,0.75,0.9,0.7667
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,0.6,0.7,1.0,0.7492
0.5,0.9,1.0,0.5833,0.3333,1.0,1.0,0.6,0.6667,0.9,0.7258
0.6667,0.9,1.0,0.5,1.0,1.0,1.0,0.6,0.7,1.0,0.8367
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8,0.915
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9,0.92
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8,0.915
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9,0.92
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,0.9,0.9075
0.6667,0.9,1.0,0.5,1.0,1.0,1.0,0.6,0.75,0.9,0.8342
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8,0.915
0.6667,0.9,1.0,0.5,1.0,1.0,1.0,0.6,0.8,1.0,0.8417
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9,0.92
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,0.6,0.7,1.0,0.7492
1.0,1.0,1.0,0.5,0.3333,1.0,1.0,1.0,0.6667,0.9,0.8033
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,0.6,0.7,1.0,0.7492
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,0.6,0.8,1.0,0.7542
1.0,1.0,1.0,0.5,0.3333,1.0,1.0,1.0,0.5,0.8,0.79
0.6667,0.9,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.8,0.8992
0.6667,0.9,1.0,0.75,1.0,1.0,1.0,0.6,1.0,0.9,0.8842
0.6667,0.9,1.0,0.5,1.0,1.0,1.0,0.6,0.75,0.9,0.8342
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8,0.915
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,0.9,0.9075
0.6667,0.9,1.0,0.5,1.0,1.0,1.0,0.6,0.8,1.0,0.8417
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6,1.0,1.0,0.905
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9,0.92
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,1.0,0.75,0.9,0.7667
0.6667,0.9,1.0,0.5,0.3333,1.0,1.0,0.6,0.7,1.0,0.7367
0.5,0.9,1.0,0.5,0.3333,1.0,1.0,1.0,0.75,0.9,0.7375
0.5,0.9,1.0,0.5,0.3333,1.0,1.0,1.0,0.6667,0.8,0.7283
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,1.0,0.6667,0.9,0.7625
1.0,1.0,1.0,0.5,0.3333,1.0,1.0,1.0,0.6667,0.9,0.8033
1.0,1.0,1.0,0.5,0.3333,1.0,1.0,1.0,0.6667,0.9,0.8033
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6,1.0,1.0,0.905
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6,1.0,0.9,0.9
1.0,1.0,1.0,0.5,0.3333,1.0,1.0,0.6,0.6667,1.0,0.7883
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6,1.0,1.0,0.905
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6,0.8,1.0,0.895
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6,0.8,1.0,0.895
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,0.9,0.9075
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8,0.915
0.5,0.9,1.0,0.5833,0.3333,1.0,1.0,1.0,0.6667,0.8,0.7408
0.6667,0.9,1.0,0.75,1.0,1.0,1.0,0.6,1.0,0.9,0.8842
0.75,0.9,0.6667,0.75,1.0,1.0,1.0,0.6,1.0,1.0,0.8808
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,0.6,0.7,1.0,0.7492
0.6667,0.9,1.0,0.75,1.0,1.0,1.0,0.6,1.0,1.0,0.8892
1.0,1.0,1.0,0.5,0.3333,1.0,1.0,0.6,0.75,1.0,0.7925
0.6667,0.9,1.0,0.5,1.0,1.0,1.0,0.6,0.7,1.0,0.8367
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,0.6,0.7,1.0,0.7492
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,0.6,0.8,1.0,0.7542
0.75,0.9,0.6667,0.3333,1.0,1.0,1.0,0.6,0.75,1.0,0.8058
0.6667,0.9,1.0,0.5,1.0,1.0,1.0,0.6,0.8,1.0,0.8417
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,0.6,0.7,1.0,0.7492
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,0.6,0.8,1.0,0.7542
0.5,0.9,1.0,0.5833,0.3333,1.0,1.0,0.6,0.7,1.0,0.7325
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,1.0,0.75,0.9,0.7667
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8,0.915
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9,0.92
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6,1.0,0.9,0.9
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6,1.0,1.0,0.905
0.5,0.9,1.0,0.5,0.3333,1.0,1.0,1.0,0.7,1.0,0.74
0.5,0.9,1.0,0.5,0.3333,1.0,1.0,0.4,0.6667,0.9,0.7033
0.5,0.9,1.0,0.5,0.3333,1.0,1.0,1.0,0.7,1.0,0.74
0.5,0.9,1.0,0.5,0.3333,1.0,1.0,0.4,0.75,0.9,0.7075
0.6667,0.9,1.0,0.5,0.3333,1.0,1.0,1.0,0.7,1.0,0.7567
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8,0.915
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,0.9,0.9075
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6,1.0,0.9,0.9
0.6667,0.9,1.0,0.5,1.0,1.0,1.0,0.6,0.75,0.9,0.8342
0.6667,0.9,1.0,0.5,1.0,1.0,1.0,0.6,0.7,1.0,0.8367
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8,0.915
1.0,1.0,1.0,0.5,0.3333,1.0,1.0,1.0,0.5,0.8,0.79
1.0,1.0,1.0,0.5,0.3333,1.0,1.0,0.6,0.75,1.0,0.7925
1.0,1.0,1.0,0.3333,1.0,1.0,1.0,1.0,0.6667,0.9,0.8783
1.0,1.0,1.0,0.3333,1.0,1.0,1.0,0.6,0.6667,0.9,0.8583
0.6667,0.9,1.0,0.5,1.0,1.0,1.0,0.6,0.7,1.0,0.8367
0.6667,0.9,1.0,0.5,1.0,1.0,1.0,1.0,0.75,0.9,0.8542
0.6667,0.9,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.8,0.8992
0.5,0.9,1.0,0.5833,0.3333,1.0,1.0,1.0,0.6667,0.9,0.7458
0.5,0.9,1.0,0.5833,0.3333,1.0,1.0,0.6,0.7,1.0,0.7325
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,1.0,0.6667,0.8,0.7575
0.5,0.9,1.0,0.5833,0.3333,1.0,1.0,1.0,0.6667,0.8,0.7408
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,0.6,0.8,1.0,0.7542
0.75,0.9,0.6667,0.5,1.0,1.0,1.0,0.6,0.8,1.0,0.8333
0.6667,0.9,1.0,0.5833,0.3333,1.0,1.0,1.0,0.75,0.9,0.7667
0.5,0.7,0.6667,0.5833,0.6667,1.0,1.0,0.6,0.6667,1.0,0.7242
0.6667,0.9,1.0,0.5833,0.6667,1.0,1.0,1.0,0.5833,0.9,0.8083
0.5,0.9,1.0,0.5833,0.6667,1.0,1.0,1.0,0.5833,0.9,0.7917
0.5,0.9,1.0,0.5833,0.6667,1.0,1.0,1.0,0.5833,0.9,0.7917
0.3333,0.7,1.0,0.5833,0.6667,1.0,1.0,0.6,0.6667,1.0,0.7242
0.6667,0.9,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.8,0.8992
1.0,1.0,1.0,0.5,0.3333,1.0,1.0,1.0,0.6667,0.9,0.8033
1.0,1.0,1.0,0.5,0.3333,1.0,1.0,1.0,0.5,0.8,0.79
0.5,0.9,1.0,0.5833,0.3333,1.0,1.0,0.6,0.7,1.0,0.7325
0.6667,0.9,1.0,0.5,1.0,1.0,1.0,0.6,0.8,1.0,0.8417
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.99
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6667,0.9,0.9033
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6667,0.9,0.9033
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6,1.0,1.0,0.905
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6,0.75,1.0,0.8925
0.5,0.9,1.0,0.5,0.3333,1.0,1.0,0.6,0.6667,0.9,0.7133
0.5,0.9,1.0,0.5833,0.3333,1.0,1.0,0.6,0.7,1.0,0.7325
0.5,0.9,1.0,0.5833,0.3333,1.0,1.0,0.6,0.6667,0.9,0.7258
0.5,0.9,1.0,0.5,0.3333,1.0,1.0,1.0,0.6667,0.9,0.7333
0.5,0.9,1.0,0.5,0.3333,1.0,1.0,1.0,0.6667,0.8,0.7283
0.3333,0.7,1.0,0.5833,0.6667,1.0,1.0,0.6,0.6667,1.0,0.7242
0.3333,0.7,1.0,0.5833,0.6667,1.0,1.0,0.6,0.5833,0.9,0.715
0.3333,0.7,1.0,0.5833,0.6667,1.0,1.0,0.6,0.6667,1.0,0.7242
0.6667,0.9,1.0,0.5,0.6667,1.0,1.0,0.6,0.6667,0.9,0.78
0.6667,0.9,1.0,0.5833,0.6667,1.0,1.0,0.6,0.625,1.0,0.7954
0.5,0.9,1.0,0.5,0.3333,1.0,1.0,0.4,0.6667,0.8,0.6983
0.5,0.9,1.0,0.5,0.3333,1.0,1.0,0.4,0.6667,0.8,0.6983
0.3333,0.8,1.0,0.5833,0.3333,1.0,1.0,0.4,0.5833,0.8,0.67
0.3333,0.8,1.0,0.5833,0.3333,1.0,1.0,0.4,0.5833,0.8,0.67
0.6667,0.9,1.0,0.5,0.6667,1.0,1.0,1.0,0.6667,0.9,0.8
0.5,0.9,1.0,0.5,0.6667,1.0,1.0,0.4,0.5,0.8,0.74
0.5,0.9,1.0,0.5,0.6667,1.0,1.0,0.4,0.5,0.8,0.74
0.5,0.9,1.0,0.5,0.6667,1.0,1.0,1.0,0.6667,0.9,0.7833
0.5,0.9,1.0,0.5833,0.6667,1.0,1.0,1.0,0.625,1.0,0.7988
0.5,0.9,1.0,0.5833,0.6667,1.0,1.0,0.6,0.625,1.0,0.7788
0.5,0.9,1.0,0.5833,0.6667,1.0,1.0,1.0,0.5833,0.9,0.7917
0.6667,0.9,1.0,0.5833,0.6667,1.0,1.0,1.0,0.5833,0.9,0.8083
0.3333,0.7,1.0,0.5833,0.6667,1.0,1.0,0.6,0.5833,0.9,0.715
0.5,0.9,1.0,0.5,0.6667,1.0,1.0,1.0,0.5,0.8,0.77
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8,0.915
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9,0.92
0.6667,0.9,1.0,0.5,1.0,1.0,1.0,0.6,0.75,0.9,0.8342
0.6667,0.9,1.0,0.5,1.0,1.0,1.0,0.6,0.8,1.0,0.8417
0.6667,0.9,1.0,0.5,0.3333,1.0,1.0,0.6,0.8,1.0,0.7417
0.5,0.9,1.0,0.5,0.3333,1.0,1.0,0.6,0.7,1.0,0.72
0.6667,0.9,1.0,0.5,0.3333,1.0,1.0,1.0,0.75,0.9,0.7542
0.5,0.9,1.0,0.5,0.3333,1.0,1.0,0.6,0.75,0.9,0.7175
0.5,0.9,1.0,0.5,0.3333,1.0,1.0,1.0,0.6667,0.8,0.7283
0.5,0.9,1.0,0.5,0.6667,1.0,1.0,1.0,0.6667,0.9,0.7833
0.6667,0.9,1.0,0.5833,0.6667,1.0,1.0,0.4,0.6667,0.9,0.7825
0.5,0.9,1.0,0.5,0.6667,1.0,1.0,0.4,0.5,0.8,0.74
0.6667,0.9,1.0,0.5,0.6667,1.0,1.0,1.0,0.6667,0.9,0.8
0.5,0.9,1.0,0.5833,0.6667,1.0,1.0,0.4,0.6667,0.9,0.7658
0.5,0.9,1.0,0.5,0.6667,1.0,1.0,0.4,0.5,0.8,0.74
0.6667,0.9,1.0,0.5833,0.6667,1.0,1.0,0.4,0.5833,0.9,0.7783
0.6667,0.9,1.0,0.5,0.6667,1.0,1.0,1.0,0.6667,0.9,0.8
0.6667,0.9,1.0,0.5833,0.6667,1.0,1.0,1.0,0.625,1.0,0.8154
0.5,0.9,1.0,0.5833,0.6667,1.0,1.0,0.4,0.6667,0.9,0.7658
0.5,0.9,1.0,0.5,0.6667,1.0,1.0,0.4,0.5,0.8,0.74
0.6667,0.9,1.0,0.5833,0.6667,1.0,1.0,1.0,0.75,1.0,0.8217
0.5,0.9,1.0,0.5,0.6667,1.0,1.0,1.0,0.6667,0.9,0.7833
0.6667,0.9,1.0,0.5833,0.6667,1.0,1.0,0.4,0.5833,0.9,0.7783
0.5,0.9,1.0,0.5833,0.3333,1.0,1.0,0.6,0.6667,0.9,0.7258
0.5,0.9,1.0,0.5833,0.3333,1.0,1.0,0.6,0.7,1.0,0.7325
